TECHIDENTNO,MTU,ULTG,UPT,GARDU INDUK,BAY,FASA,TEG,MERK,TIPE,TAHUN BUAT,"USIA
(TAHUN)",JUNE,MAY,APRIL,Parameter Pemicu (evaluasi),RENCANA TINDAK LANJUT POWER INSPECT,Target Penyelesain,AHI SETELAH EVALUASI,PENEMPATAN,HARTRANS,KOORDINAT,KATEGORI USIA,AHI TERBARU
12351634234200000060,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,TRF#3 150/20kV (INC),S,20,RITZ,GSES24-02RS,2017,9,4 - Poor,4 - Poor,4 - Poor,14-JULI-26 Terkonfirmasi normal,,,4 - Poor,,HARTRANS 2,"-7.560649664,110.8806053",Normal,4 - Poor
12351634234200000061,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,TRF#3 150/20kV (INC),T,20,RITZ,GSES24-02RS,2017,9,4 - Poor,4 - Poor,4 - Poor,14-JULI-26 Terkonfirmasi normal,,,4 - Poor,,HARTRANS 2,"-7.560649664,110.8806053",Normal,4 - Poor
12351634234200000068,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,TRF#2 150/20kV (INC),R,20,RITZ,GSES24-02RS,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000069,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,TRF#2 150/20kV (INC),S,20,RITZ,GSES24-02RS,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000070,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,TRF#2 150/20kV (INC),T,20,RITZ,GSES24-02RS,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000295,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,PHT 150kV SOLOBARU#1,R,150,ABB,CPB-H 170,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000296,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,PHT 150kV SOLOBARU#1,S,150,ABB,CPB-H 170,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000297,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,PHT 150kV SOLOBARU#1,T,150,ABB,CPB-H 170,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000298,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,PHT 150kV GONDANGREJO#1,R,150,ABB,CPB-H 170,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000299,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,PHT 150kV GONDANGREJO#1,S,150,ABB,CPB-H 170,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000300,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,PHT 150kV GONDANGREJO#1,T,150,ABB,CPB-H 170,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000301,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,BUSBAR A 150kV,R,150,ABB,CPB-H 170,2023,3,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000302,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,BUSBAR A 150kV,S,150,ABB,CPB-H 170,2023,3,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12351634234200000303,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PALUR,BUSBAR A 150kV,T,150,ABB,CPB-H 170,2023,3,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.560649664,110.8806053",Normal,2 - Good
12316033333300000002,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KENTUNGAN#2,S,150,TRENCH,TEVP 161A,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000003,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV JAJAR#2,S,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000004,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV JAJAR#2,T,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000005,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV JAJAR#2,R,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000007,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KENTUNGAN#2,R,150,TRENCH,TEVP 161A,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000008,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KLATEN#1,T,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000009,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KLATEN#1,S,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000010,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KLATEN#1,R,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000011,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KLATEN#2,S,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000012,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KLATEN#2,R,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000013,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KLATEN#2,T,150,ALSTOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000022,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#2 500/150kV (LV),T,150,GEC ALSTHOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000023,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#2 500/150kV (LV),S,150,GEC ALSTHOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000024,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#2 500/150kV (LV),R,150,GEC ALSTHOM,CCV 170,1998,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Sangat Tua,2 - Good
12316033333300000027,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV JAJAR#1,T,150,ALSTOM,CCV 170,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000028,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV JAJAR#1,R,150,TRENCH,TEVP 161A,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000029,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KENTUNGAN#1,R,150,ABB,CPA 170,2004,22,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000030,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KENTUNGAN#1,S,150,TRENCH,TEVP 161A,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000031,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KENTUNGAN#1,T,150,TRENCH,TEVP 161A,2001,25,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.676662536,110.7087952",Tua,4 - Poor
12316033333300000032,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV KENTUNGAN#2,T,150,TRENCH,TEVP 161A,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12316033333300000033,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV JAJAR#1,S,150,ALSTOM,CCV 170,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Tua,2 - Good
12351633333300000001,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,TRF#1 150/22kV (INC),R,20,RITZ,GSES24-02RS,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000002,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,TRF#1 150/22kV (INC),S,20,RITZ,GSES24-02RS,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000003,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,TRF#1 150/22kV (INC),T,20,RITZ,GSES24-02RS,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000004,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV WONOSARI#2,R,150,CG,CVE 170/750/50,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000016,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV WONOSARI#1,R,150,CG POWER,CVE 170/750/50,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000017,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV WONOSARI#1,S,150,CG POWER,CVE 170/750/50,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000018,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV WONOSARI#1,T,150,CG POWER,CVE 170/750/50,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000019,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV WONOSARI#2,S,150,CG,CVE 170/750/50,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000020,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,PHT 150kV WONOSARI#2,T,150,CG,CVE 170/750/50,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000034,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#4 500/150kV (LV),R,150,ALSTOM,CCV 170,2015,11,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000035,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#4 500/150kV (LV),S,150,ALSTOM,CCV 170,2015,11,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000036,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#4 500/150kV (LV),T,150,ALSTOM,CCV 170,2015,11,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000037,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#3 500/150kV (LV),R,150,ALSTOM,CCV 170,2013,13,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000038,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#3 500/150kV (LV),T,150,ALSTOM,CCV 170,2013,13,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000039,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#3 500/150kV (LV),S,150,ALSTOM,CCV 170,2013,13,2 - Good,2 - Good,2 - Good,14-JULI-26 Terkonfirmasi normal,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000058,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,TRF#3 150/20kV (INC),R,20,ESITAS,VTB 20,2019,7,4 - Poor,4 - Poor,4 - Poor,14-JULI-26 Terkonfirmasi normal,,,4 - Poor,,HARTRANS 2,"-7.676662536,110.7087952",Normal,4 - Poor
12351633333300000059,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,TRF#3 150/20kV (INC),S,20,ESITAS,VTB 20,2019,7,4 - Poor,4 - Poor,4 - Poor,14-JULI-26 Terkonfirmasi normal,,,4 - Poor,,HARTRANS 2,"-7.676662536,110.7087952",Normal,4 - Poor
12351633333300000060,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,TRF#3 150/20kV (INC),T,20,ESITAS,VTB 20,2019,7,4 - Poor,4 - Poor,4 - Poor,14-JULI-26 Terkonfirmasi normal,,,4 - Poor,,HARTRANS 2,"-7.676662536,110.7087952",Normal,4 - Poor
12351633333300000061,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#1 500/150kV (LV),R,150,ABB,CPB-H 170,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000062,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#1 500/150kV (LV),S,150,ABB,CPB-H 170,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000063,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,IBT#1 500/150kV (LV),T,150,ABB,CPB-H 170,2020,6,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000064,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR C 150kV,R,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000065,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR C 150kV,S,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000066,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR C 150kV,T,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000067,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR D 150kV,R,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000068,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR D 150kV,S,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000069,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR D 150kV,T,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000070,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR A 150kV,R,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000071,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR A 150kV,S,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000072,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR A 150kV,T,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000073,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR B 150kV,R,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000074,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR B 150kV,S,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12351633333300000075,CVT,SURAKARTA,UPT SALATIGA,GI 150KV PEDAN,BUSBAR B 150kV,T,150,GE T&D INDIA LIMITED,CCV 170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.676662536,110.7087952",Normal,2 - Good
12316029429400000003,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WATES#1,T,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000004,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#1 150/20kV (INC),R,20,WIRGES,UEV 150,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000005,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#1 150/20kV (INC),T,20,WIRGES,UEV 150,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000009,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WATES#1,R,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000010,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WATES#2,R,150,ABB,CPA 170,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000011,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WADASLINTANG#1,S,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000012,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WADASLINTANG#1,R,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000013,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV KEBUMEN#1,T,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000014,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV KEBUMEN#1,R,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000015,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV KEBUMEN#1,S,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000018,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#1 150/20kV (INC),S,20,WIRGES,UEV 150,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000019,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WATES#2,T,150,ABB,CPA 170,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000020,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,BUSBAR B 150kV,T,150,TRENCH,TEVF 161A,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000024,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV KEBUMEN#2,T,150,ABB,CPA 170,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000025,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WATES#2,S,150,ABB,CPA 170,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000026,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV WATES#1,S,150,ALSTOM,UHC 170,1984,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Sangat Tua,2 - Good
12316029429400000027,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,BUSBAR B 150kV,S,150,TRENCH,TEVF 161A,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000028,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,BUSBAR B 150kV,R,150,TRENCH,TEVF 161A,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000029,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV KEBUMEN#2,R,150,ABB,CPA 170,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12316029429400000030,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,PHT 150kV KEBUMEN#2,S,150,ABB,CPA 170,2003,23,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Tua,2 - Good
12351629429400000001,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#2 150/20kV (INC),S,20,ESITAS,VTB 20,2018,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Normal,2 - Good
12351629429400000041,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,BUSBAR A 150kV,T,150,ABB,CPB 170,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Normal,2 - Good
12351629429400000073,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,BUSBAR A 150kV,S,150,TRENCH,TCVT170,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Normal,2 - Good
12351629429400000087,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#2 150/20kV (INC),R,20,BALTEAU,-N/A-,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Normal,2 - Good
12351629429400000091,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#2 150/20kV (INC),T,20,BALTEAU,-N/A-,2017,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Normal,2 - Good
12351629429400000092,CVT,YOGYAKARTA,UPT SALATIGA,GI 150KV PURWOREJO,TRF#3 150/20kV (INC),R,20,ESITAS,VTB 20,2019,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.7301506,110.0040842",Normal,2 - Good
